loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,default_ind
4000,4000,4000,36,12.69,134.18,B,B5,2 years,RENT,25000,Not Verified,n,debt_consolidation,CO,6.86,0,3,,,5,0,8546,79.7,13,f,0,0,2022.66,2022.66,1373.86,498.22,0,150.58,1.55,134.18,0,,INDIVIDUAL,1
10500,10500,10500,36,6.03,319.58,A,A1,10+ years,MORTGAGE,65000,Source Verified,n,debt_consolidation,TX,10.36,0,0,,,8,0,10729,18.7,16,f,0,0,11503.77547,11503.78,10500,1003.78,0,0,0,643.26,0,,INDIVIDUAL,0
5500,5500,5500,36,7.9,172.1,A,A4,10+ years,OWN,59000,Source Verified,n,car,PA,6.65,0,0,35,52,10,1,9130,43.3,23,f,0,0,6171.267137,6171.27,5500,671.27,0,0,0,1186.09,0,,INDIVIDUAL,0
7350,7350,7350,36,11.71,243.11,B,B3,1 year,RENT,33000,Verified,n,debt_consolidation,CA,22.51,0,1,,,13,0,24782,77.9,23,f,0,0,8725.632456,8725.63,7350,1375.63,0,0,0,1204.05,0,,INDIVIDUAL,0
10000,10000,10000,36,12.42,334.16,B,B4,10+ years,RENT,39000,Source Verified,n,credit_card,MO,18.31,0,1,,,7,0,11691,90.6,19,f,0,0,11604.88,11604.88,9635.96,1956.9,0,12.02,0,4378.02,0,,INDIVIDUAL,1
12000,12000,12000,36,7.51,373.33,A,A3,10+ years,RENT,42000,Not Verified,n,debt_consolidation,OH,10.74,0,1,,,7,0,18913,43,17,f,0,0,13456.32312,13456.32,12000,1441.33,14.99068248,0,0,24.36,0,,INDIVIDUAL,0
5000,5000,5000,60,11.71,110.5,B,B3,5 years,MORTGAGE,38004,Not Verified,n,home_improvement,MI,23.78,0,0,,,12,0,10023,57.3,17,f,0,0,6534.43,6534.43,5000,1534.43,0,0,0,1561.93,0,,INDIVIDUAL,0
8000,8000,8000,60,11.71,176.79,B,B3,3 years,OWN,31000,Source Verified,n,other,OR,16.22,0,3,,,13,0,2751,34.4,29,f,0,0,8306.47,8306.47,8000,306.47,0,0,0,7778.22,0,,INDIVIDUAL,0
4500,4500,4500,36,8.9,142.89,A,A5,10+ years,MORTGAGE,50700,Verified,n,other,NC,23.43,0,0,,,10,0,9127,24.4,20,f,0,0,5050.37,5050.37,4500,550.37,0,0,0,1912.16,0,,INDIVIDUAL,0
18000,18000,17975,36,12.42,601.48,B,B4,1 year,OWN,75000,Verified,n,credit_card,LA,12.51,0,2,,,9,0,14810,66.1,27,f,0,0,21629.24351,21599.23,18000,3629.24,0,0,0,1805.88,0,,INDIVIDUAL,0
12300,12300,12300,60,13.49,282.96,C,C1,2 years,MORTGAGE,30000,Source Verified,n,debt_consolidation,MT,12.76,0,1,,,8,0,10981,55.5,12,f,3174.77,3174.77,13556.6,13556.6,9125.24,4431.36,0,0,0,282.96,0,,INDIVIDUAL,0
12000,12000,12000,36,13.49,407.17,C,C1,6 years,RENT,40000,Not Verified,n,debt_consolidation,GA,15.72,0,0,77,,8,0,10790,80.5,13,f,0,0,12761.93,12761.93,12000,761.93,0,0,0,10731.86,0,,INDIVIDUAL,0
10000,10000,10000,36,13.49,339.31,C,C1,10+ years,MORTGAGE,50000,Not Verified,n,credit_card,CA,5.88,1,2,13,,5,0,8899,47.6,15,f,0,0,12077.32731,12077.33,10000,2077.33,0,0,0,2939.1,0,,INDIVIDUAL,0
6000,6000,6000,36,7.9,187.75,A,A4,7 years,MORTGAGE,80000,Not Verified,n,other,WI,8.87,0,4,,,8,0,19071,30.3,29,f,0,0,6633.12,6633.12,6000,633.12,0,0,0,2695.52,0,,INDIVIDUAL,0
12000,12000,12000,36,12.69,402.54,B,B5,4 years,RENT,40000,Not Verified,n,debt_consolidation,MD,22.2,0,1,,,9,0,16273,55.5,23,f,0,0,14006.68,14006.68,12000,2006.68,0,0,0,5971.51,0,,INDIVIDUAL,0
12000,12000,12000,36,8.9,381.04,A,A5,7 years,RENT,80000,Not Verified,n,other,CA,9.13,0,0,,,8,0,13088,83.5,16,f,0,0,10411.4,10411.4,8330.52,1564.56,0,516.32,5.0436,381.04,0,,INDIVIDUAL,1
7000,7000,7000,36,11.71,231.54,B,B3,2 years,RENT,75000,Source Verified,n,debt_consolidation,CA,15.57,0,0,,,7,0,22196,94.1,17,f,0,0,8331.940085,8331.94,7000,1331.94,0,0,0,243.64,0,,INDIVIDUAL,0
35000,26825,26800,60,18.64,690.56,E,E1,8 years,MORTGAGE,85000,Verified,n,debt_consolidation,IL,12,0,1,,,16,0,31071,53,50,f,0,0,28061.33,28035.18,26825,1236.33,0,0,0,26684.35,0,,INDIVIDUAL,0
1400,1400,1400,36,7.9,43.81,A,A4,1 year,RENT,28800,Not Verified,n,other,FL,10,0,1,,,5,0,2016,9.9,7,f,0,0,1478.87,1478.87,1400,78.87,0,0,0,817.34,0,,INDIVIDUAL,0
16000,16000,16000,60,13.49,368.08,C,C1,10+ years,RENT,35000,Verified,n,small_business,NC,16.22,0,1,,,6,0,19184,58.5,14,f,0,0,10343.32,10343.32,5147.59,3678.41,0,1517.32,15.1732,368.08,0,,INDIVIDUAL,1
3200,3200,3200,36,9.91,103.12,B,B1,9 years,RENT,61200,Not Verified,n,debt_consolidation,CA,2.16,0,0,,113,5,1,2795,33.3,17,f,0,0,3709.19273,3709.19,3200,509.19,0,0,0,317.41,0,,INDIVIDUAL,0
8000,8000,8000,36,7.9,250.33,A,A4,1 year,RENT,40000,Not Verified,n,medical,CA,13.35,0,0,,,4,0,2440,34.4,11,f,0,0,8986.263663,8986.26,8000,986.26,0,0,0,1483.12,0,,INDIVIDUAL,0
11875,11875,11875,60,12.69,268.32,B,B5,< 1 year,RENT,25920,Source Verified,n,debt_consolidation,CA,23.75,0,0,,,8,0,13932,94.1,28,f,0,0,1185.35,1185.35,285.76,248.58,0,651.01,117.1818,268.32,0,,INDIVIDUAL,1
5000,5000,5000,36,6.03,152.18,A,A1,9 years,MORTGAGE,54000,Not Verified,n,home_improvement,NJ,3.82,0,0,,,6,0,1779,4,14,f,0,0,5410.75,5410.75,5000,410.75,0,0,0,2065.02,0,,INDIVIDUAL,0
1800,1800,1800,36,6.62,55.27,A,A2,10+ years,RENT,18000,Not Verified,n,small_business,MI,23.8,0,0,,,5,0,1792,39.8,12,f,0,0,1880.09,1880.09,1800,80.09,0,0,0,1440.67,0,,INDIVIDUAL,0
35000,35000,35000,36,8.9,1111.37,A,A5,5 years,RENT,85000,Verified,n,debt_consolidation,IL,17.73,0,0,,,7,0,16720,61.5,13,f,0,0,37304.76,37304.76,35000,2304.76,0,0,0,27308.49,0,,INDIVIDUAL,0
18000,18000,17950,36,8.9,571.56,A,A5,5 years,RENT,78000,Verified,n,credit_card,NY,7,0,1,,,6,0,17769,66.3,10,f,0,0,19883.16,19827.94,18000,1883.16,0,0,0,10185.73,0,,INDIVIDUAL,0
14000,14000,14000,36,7.9,438.07,A,A4,10+ years,OWN,45600,Not Verified,n,debt_consolidation,WV,19.74,0,0,,,5,0,15846,63.9,10,f,0,0,6130.32,6130.32,5053.24,1077.08,0,0,0,438.07,0,,INDIVIDUAL,1
5000,5000,5000,36,12.42,167.08,B,B4,2 years,RENT,70000,Not Verified,n,debt_consolidation,TX,20.06,0,1,,,14,0,13543,54.2,26,f,0,0,5501.16,5501.16,5000,501.16,0,0,0,3833.62,0,,INDIVIDUAL,0
8000,8000,8000,36,15.96,281.1,C,C5,4 years,RENT,70000,Source Verified,n,credit_card,IL,14.04,0,2,,,10,0,24072,91.9,30,f,0,0,9993.120439,9993.12,8000,1993.12,0,0,0,644.42,0,,INDIVIDUAL,0
10000,10000,10000,36,6.03,304.36,A,A1,9 years,MORTGAGE,80000,Not Verified,n,debt_consolidation,MA,12.99,0,0,,,7,0,27644,45.2,17,f,0,0,10840.08,10840.08,10000,840.08,0,0,0,3845.46,0,,INDIVIDUAL,0
10000,10000,9975,36,7.51,311.11,A,A3,5 years,RENT,50000,Verified,n,debt_consolidation,NJ,4.63,0,2,,,8,0,6592,25.7,25,f,0,0,11019.26,10991.72,10000,1019.26,0,0,0,2375.97,0,,INDIVIDUAL,0
12000,12000,12000,36,12.42,400.99,B,B4,10+ years,MORTGAGE,35000,Verified,n,debt_consolidation,CO,18.51,0,0,,,10,0,8198,75.7,13,f,0,0,14432.91814,14432.92,12000,2432.92,0,0,0,409.71,0,,INDIVIDUAL,0
23200,23200,23175,36,7.9,725.94,A,A4,3 years,MORTGAGE,65000,Verified,n,debt_consolidation,MI,27.99,0,0,,,10,0,36381,47,34,f,0,0,24554.42,24527.96,23199.99,1354.43,0,0,0,18024.97,0,,INDIVIDUAL,0
18000,18000,17975,60,15.27,430.78,C,C4,1 year,MORTGAGE,84000,Verified,n,credit_card,CT,11.41,0,3,,,11,0,22542,83.2,23,f,4791.06,4784.32,20631.16,20602.66,13208.94,7422.22,0,0,0,430.78,0,,INDIVIDUAL,0
4800,4800,4800,36,15.27,167.03,C,C4,10+ years,MORTGAGE,75000,Not Verified,n,debt_consolidation,WV,9.3,0,1,,,13,0,22195,73.7,18,f,0,0,6005.123937,6005.12,4800,1205.12,0,0,0,190.27,0,,INDIVIDUAL,0
7300,7300,7300,36,11.71,241.46,B,B3,6 years,RENT,35000,Not Verified,n,debt_consolidation,VA,16.42,0,1,,,10,0,9628,44.6,17,f,0,0,8654.581877,8654.58,7300,1354.58,0,0,0,1426.64,0,,INDIVIDUAL,0
10400,10400,10400,36,9.91,335.14,B,B1,6 years,RENT,40000,Source Verified,n,debt_consolidation,FL,11.67,0,2,,,7,0,11624,80.6,19,f,0,0,12022.8865,12022.89,10400,1622.89,0,0,0,1976.75,0,,INDIVIDUAL,0
6600,6600,6600,36,9.91,212.69,B,B1,1 year,MORTGAGE,100000,Not Verified,n,house,FL,15.53,0,2,,,10,0,2171,27.8,30,f,0,0,7274.62,7274.62,6600,674.62,0,0,0,4304.99,0,,INDIVIDUAL,0
12000,12000,12000,36,8.9,381.04,A,A5,7 years,OWN,40000,Not Verified,n,debt_consolidation,NJ,9.45,0,0,73,,12,0,13756,37.4,20,f,0,0,13715.45783,13715.46,12000,1715.46,0,0,0,391.28,0,,INDIVIDUAL,0
13250,13250,13250,36,17.27,474.19,D,D3,10+ years,RENT,52000,Verified,n,debt_consolidation,NY,23.7,0,0,70,,8,0,15002,91.5,18,f,0,0,15650.39,15650.39,13250,2400.39,0,0,0,9026.78,0,,INDIVIDUAL,0
12000,12000,12000,36,11.71,396.92,B,B3,3 years,RENT,92500,Source Verified,n,debt_consolidation,CA,15.97,0,2,,,11,0,9558,56.2,21,f,0,0,14286.72251,14286.72,12000,2286.72,0,0,0,404.66,0,,INDIVIDUAL,0
25000,25000,25000,36,9.91,805.63,B,B1,9 years,RENT,61000,Source Verified,n,debt_consolidation,CA,10.35,0,0,,,5,0,23712,49.4,10,f,0,0,29000.83503,29000.84,25000,4000.84,0,0,0,812.89,0,,INDIVIDUAL,0
6000,6000,6000,36,10.65,195.44,B,B2,10+ years,RENT,36000,Not Verified,n,other,HI,14.43,0,1,29,,5,0,13626,48.5,9,f,0,0,7033.840265,7033.84,6000,1033.84,0,0,0,204.1,0,,INDIVIDUAL,0
12000,12000,12000,36,7.51,373.33,A,A3,10+ years,MORTGAGE,68000,Not Verified,n,credit_card,CA,7.08,0,1,,,7,0,15433,55.6,34,f,0,0,12554.01,12554.01,12000,554.01,0,0,0,473.95,0,,INDIVIDUAL,0
14400,14400,14400,36,11.71,476.3,B,B3,1 year,RENT,80000,Not Verified,n,credit_card,CA,16.35,0,1,,,10,0,19983,48.4,16,f,0,0,15543.7,15543.7,14400,1143.7,0,0,0,11736.19,0,,INDIVIDUAL,0
10000,10000,10000,36,12.42,334.16,B,B4,10+ years,RENT,43000,Not Verified,n,credit_card,NY,11.58,0,0,51,,13,0,13034,65.5,33,f,0,0,12026.29966,12026.3,10000,2026.3,0,0,0,345.52,0,,INDIVIDUAL,0
8000,8000,8000,36,11.71,264.61,B,B3,1 year,RENT,150000,Not Verified,n,credit_card,NY,2.48,1,0,5,,5,0,9722,56.2,8,f,0,0,9522.45744,9522.46,8000,1522.46,0,0,0,278.01,0,,INDIVIDUAL,0
8000,8000,8000,36,16.29,282.41,D,D1,5 years,RENT,50000,Not Verified,n,credit_card,NV,13.22,0,0,,,9,0,5106,72.9,12,f,0,0,4533.54,4533.54,2798.78,1436.44,0,298.32,3.09,287.45,0,,INDIVIDUAL,1
30000,30000,28673.79652,60,12.42,673.72,B,B4,3 years,RENT,70000,Source Verified,n,small_business,TX,0.94,0,0,,,7,0,1159,3.2,14,f,0,0,17179.15,14854.83,8464.18,5679.62,33.68658497,3001.66,30.0166,673.72,0,,INDIVIDUAL,1
18000,18000,18000,60,16.77,445.13,D,D2,6 years,OWN,40000,Not Verified,n,home_improvement,CA,18.42,0,3,,,7,0,11147,73.4,20,f,0,0,11229.37,11229.37,4677.94,4651.94,0,1899.49,18.8164,445.13,0,,INDIVIDUAL,1
13250,13250,13250,36,11.71,438.26,B,B3,2 years,OWN,35000,Not Verified,n,credit_card,PA,22.35,0,1,,,16,0,10014,67.2,21,f,0,0,15775.48747,15775.49,13250,2525.49,0,0,0,444.97,0,,INDIVIDUAL,0
14000,14000,14000,36,14.27,480.33,C,C2,6 years,RENT,80000,Not Verified,n,debt_consolidation,CA,16.21,0,0,,,8,0,11546,96.2,11,f,0,0,17282.30673,17282.31,14000,3282.31,0,0,0,509.76,0,,INDIVIDUAL,0
20000,20000,19975,60,20.3,533.23,E,E5,10+ years,OWN,59000,Verified,n,debt_consolidation,AK,20.91,0,2,,,16,0,32137,83.1,32,f,0,0,16063.42,16043.48,6317.7,7790.84,0,1954.88,19.5488,281.46,0,,INDIVIDUAL,1
10000,10000,10000,36,16.29,353.01,D,D1,10+ years,RENT,40000,Verified,n,credit_card,NY,24.39,0,1,,,7,0,11665,96.4,18,f,0,0,12455.59,12455.59,10000,2455.59,0,0,0,3641.77,0,,INDIVIDUAL,0
35000,23250,23200,60,20.3,619.88,E,E5,5 years,RENT,85000,Verified,n,debt_consolidation,NJ,20.16,0,0,,,11,0,31306,74.5,24,f,0,0,36085.55828,36007.96,23250,12835.56,0,0,0,8847.24,0,,INDIVIDUAL,0
4000,4000,4000,36,6.03,121.75,A,A1,1 year,RENT,55000,Not Verified,n,debt_consolidation,OR,7.05,0,0,,,7,0,2189,43.8,18,f,0,0,4355.443114,4355.44,4000,355.44,0,0,0,1192.02,0,,INDIVIDUAL,0
13000,13000,13000,36,9.91,418.93,B,B1,6 years,RENT,110000,Not Verified,n,debt_consolidation,CA,8.38,0,0,,,8,0,9599,81.3,14,f,0,0,14957.75365,14957.75,13000,1957.75,0,0,0,3659.9,0,,INDIVIDUAL,0
28000,28000,28000,36,12.69,939.26,B,B5,5 years,RENT,100000,Source Verified,n,credit_card,WI,12.35,0,0,,,7,0,5739,67.5,15,f,0,0,33809.04918,33809.05,28000,5809.05,0,0,0,953.93,0,,INDIVIDUAL,0
10000,10000,10000,36,13.49,339.31,C,C1,3 years,RENT,62000,Not Verified,n,debt_consolidation,MA,11.52,0,0,,,9,0,16462,79.1,20,f,0,0,11250.9,11250.9,10000,1250.9,0,0,0,7193.77,0,,INDIVIDUAL,0
20000,20000,20000,36,7.9,625.81,A,A4,< 1 year,RENT,45000,Verified,n,debt_consolidation,GA,9.25,0,1,,,8,0,14386,74.9,10,f,0,0,22527.93726,22527.94,20000,2527.94,0,0,0,631.87,0,,INDIVIDUAL,0
18000,18000,17950,36,9.91,580.05,B,B1,5 years,RENT,110000,Verified,n,debt_consolidation,FL,10,0,1,,,8,0,12371,62.5,22,f,0,0,19205.83,19152.49,18000,1205.83,0,0,0,14579.33,0,,INDIVIDUAL,0
9000,9000,9000,60,19.91,238,E,E4,3 years,RENT,60000,Verified,n,credit_card,CA,22.56,0,1,,,17,0,21321,91.1,30,f,0,0,5227.64,5227.64,2327.73,2899.91,0,0,0,238,0,,INDIVIDUAL,1
25000,25000,24975,60,18.64,643.58,E,E1,10+ years,RENT,61500,Verified,n,debt_consolidation,NY,12.6,1,0,22,,11,0,24278,60.8,25,f,0,0,25775.38,25749.68,13993.4,11732.12,32.18,17.68,3.1824,643.58,0,,INDIVIDUAL,1
10000,10000,10000,36,11.71,330.76,B,B3,3 years,RENT,33000,Not Verified,n,other,NY,8.69,0,0,,,6,0,6621,88.3,9,f,0,0,11838.8778,11838.88,10000,1838.88,0,0,0,2258.8,0,,INDIVIDUAL,0
4200,4200,4200,36,6.03,127.83,A,A1,3 years,RENT,61000,Not Verified,n,credit_card,NJ,8.92,0,0,,,7,0,4228,12.9,16,f,0,0,4601.62011,4601.62,4200,401.62,0,0,0,129.65,0,,INDIVIDUAL,0
20000,20000,19975,60,15.27,478.64,C,C4,10+ years,OWN,78216,Verified,n,debt_consolidation,CA,10.79,0,1,,,8,0,25161,80.3,21,f,0,0,5797.78,5790.61,2367.51,2405.39,0,1024.88,9.89,478.64,0,,INDIVIDUAL,1
18000,18000,17975,60,17.27,449.97,D,D3,1 year,MORTGAGE,62000,Verified,n,debt_consolidation,VA,7.82,0,2,61,,8,0,11273,86.7,30,f,6405.39,6396.45,19767.48,19740.11,11594.61,8172.87,0,0,0,449.97,0,,INDIVIDUAL,1
24000,24000,24000,36,16.29,847.21,D,D1,2 years,RENT,50964,Verified,n,debt_consolidation,GA,8.83,1,1,13,,7,0,16318,69.4,13,f,0,0,30497.29156,30497.29,24000,6497.29,0,0,0,853.26,0,,INDIVIDUAL,0
4475,4475,4475,36,15.27,155.72,C,C4,3 years,RENT,43680,Not Verified,n,credit_card,CO,18.79,0,2,,,17,0,4489,33.5,29,f,0,0,5601.556133,5601.56,4475,1126.56,0,0,0,168.52,0,,INDIVIDUAL,0
20000,20000,19950,60,14.65,472.14,C,C3,2 years,MORTGAGE,56000,Verified,n,credit_card,CA,12.15,0,1,,,9,0,19348,59.9,15,f,5241.44,5228.34,22660.12,22603.47,14758.56,7901.56,0,0,0,472.14,0,,INDIVIDUAL,0
12000,12000,12000,36,12.42,400.99,B,B4,5 years,RENT,50700,Source Verified,n,credit_card,NJ,22.49,0,0,,,12,0,18682,80.8,18,f,0,0,14431.5364,14431.54,12000,2431.54,0,0,0,414.83,0,,INDIVIDUAL,0
18000,18000,18000,60,17.58,452.98,D,D4,n/a,MORTGAGE,60000,Verified,n,debt_consolidation,AL,21.96,0,1,75,,11,0,5945,83.7,28,f,0,0,26369.52552,26369.53,18000,8369.53,0,0,0,6909.59,0,,INDIVIDUAL,0
5000,5000,5000,36,12.42,167.08,B,B4,2 years,RENT,30000,Source Verified,n,debt_consolidation,SC,23.84,0,2,,,8,0,7980,89.7,40,f,0,0,833.7,833.7,587.51,246.19,0,0,0,167.08,0,,INDIVIDUAL,1
3000,3000,3000,36,6.03,91.31,A,A1,5 years,RENT,50000,Not Verified,n,other,VA,5.5,0,0,,,7,0,9616,29.4,15,f,0,0,3207.71,3207.71,3000,207.71,0,0,0,573.77,0,,INDIVIDUAL,0
25000,25000,24975,60,19.03,648.93,E,E2,10+ years,RENT,75000,Verified,n,debt_consolidation,WY,19.63,0,2,,,9,0,24150,91.5,13,f,7061.64,7054.49,31102.15,31071.23,17938.36,13163.79,0,0,0,648.93,0,,INDIVIDUAL,0
18000,18000,18000,60,19.03,467.23,E,E2,3 years,RENT,90000,Source Verified,n,credit_card,NY,11.32,0,1,,,10,0,13371,85.2,16,f,5085.55,5085.55,22392.2,22392.2,12914.45,9477.75,0,0,0,467.23,0,,INDIVIDUAL,0
12000,12000,12000,36,9.91,386.7,B,B1,10+ years,RENT,55000,Not Verified,n,debt_consolidation,RI,13,0,0,,,10,0,11774,75.5,17,f,0,0,5851.68,5851.68,4244.34,1162.46,0,444.88,4.55,386.7,0,,INDIVIDUAL,1
20000,20000,20000,36,15.27,695.96,C,C4,10+ years,MORTGAGE,50000,Verified,n,other,MA,4.34,0,1,28,,6,0,6855,52.7,12,f,0,0,25041.22844,25041.23,20000,5041.23,0,0,0,727.38,0,,INDIVIDUAL,0
10000,10000,10000,36,13.49,339.31,C,C1,3 years,RENT,84000,Verified,n,debt_consolidation,CA,13.87,0,0,55,,8,0,6046,68.7,10,f,0,0,12155.9177,12155.92,10000,2155.92,0,0,0,1990.92,0,,INDIVIDUAL,0
15000,15000,15000,36,12.42,501.23,B,B4,6 years,OWN,155000,Verified,n,debt_consolidation,GA,17.85,0,0,,,14,0,68319,74.9,41,f,0,0,17713.89,17713.89,15000,2713.89,0,0,0,5699.63,0,,INDIVIDUAL,0
12000,12000,12000,36,7.9,375.49,A,A4,< 1 year,MORTGAGE,62000,Source Verified,n,debt_consolidation,MD,8.71,0,0,,,10,0,18125,57.7,15,f,0,0,13448.7262,13448.73,12000,1448.73,0,0,0,2940.47,0,,INDIVIDUAL,0
20000,13475,13041.47044,60,10.65,290.64,B,B2,2 years,MORTGAGE,175000,Verified,n,debt_consolidation,TX,5.23,0,0,,,12,0,16008,34.1,39,f,3324.85,3318.58,13903.92,13205.4,10150.15,3753.77,0,0,0,290.64,0,,INDIVIDUAL,0
6300,6300,6300,36,11.71,208.38,B,B3,2 years,RENT,30000,Not Verified,n,credit_card,NY,7.2,0,1,38,,6,0,6274,84.3,11,f,0,0,7499.162449,7499.16,6300,1199.16,0,0,0,218.08,0,,INDIVIDUAL,0
20000,20000,18626.34674,60,16.77,494.59,D,D2,7 years,RENT,50000,Verified,n,credit_card,IL,22.82,0,1,,,12,0,16565,56.7,22,f,5440.58,5433.68,23717.44,20735.34,14559.42,9158.02,0,0,0,494.59,0,,INDIVIDUAL,0
35000,23150,21739.74813,60,17.27,578.71,D,D3,8 years,MORTGAGE,208000,Source Verified,n,debt_consolidation,MD,7.94,0,0,24,,11,0,3761,23.5,79,f,0,0,26012.99,23132.31,23150,2862.99,0,0,0,21393.19,0,,INDIVIDUAL,0
8250,8250,8086.748004,60,15.96,200.45,C,C5,2 years,MORTGAGE,35004,Verified,n,home_improvement,NY,15.6,2,1,2,,13,0,4479,7.7,21,f,0,0,10423.49,10100.42,8250,2173.49,0,0,0,6046.08,0,,INDIVIDUAL,0
20000,20000,18847.37306,60,12.69,451.9,B,B5,7 years,OWN,85000,Source Verified,n,home_improvement,LA,10.21,0,0,,,13,0,17537,54.8,31,f,5085.8,5085.8,21660.78,19573.02,14914.19,6746.59,0,0,0,451.9,0,,INDIVIDUAL,0
10000,10000,10000,36,11.71,330.76,B,B3,5 years,RENT,32000,Not Verified,n,credit_card,FL,21.83,0,0,,,11,0,7346,59.6,23,f,0,0,1958.97,1958.97,1186.67,464.08,0,308.22,3.27,330.76,0,,INDIVIDUAL,1
24000,24000,24000,36,8.9,762.08,A,A5,10+ years,MORTGAGE,116400,Verified,n,car,FL,3.94,0,4,,,14,0,3885,8.1,31,f,0,0,8649.71,8649.71,6036.95,1580.45,0,1032.31,10.25,762.08,0,,INDIVIDUAL,1
14400,14400,14400,36,12.69,483.05,B,B5,9 years,MORTGAGE,40000,Not Verified,n,debt_consolidation,IL,20.16,0,2,,,8,0,12248,79.5,13,f,0,0,17385.83708,17385.84,14400,2985.84,0,0,0,496.51,0,,INDIVIDUAL,0
6000,6000,6000,36,14.65,206.97,C,C3,7 years,RENT,34000,Not Verified,n,credit_card,MD,21.39,0,2,45,,7,0,6546,88.5,13,f,0,0,7463.193559,7463.19,6000,1448.21,14.98115669,0,0,418.17,0,,INDIVIDUAL,0
22000,22000,21975,36,15.96,773.03,C,C5,5 years,MORTGAGE,73000,Verified,n,debt_consolidation,IL,22.47,0,1,30,,16,0,26721,85.1,32,f,0,0,27811.73074,27780.17,22000,5811.73,0,0,0,819.9,0,,INDIVIDUAL,0
12000,12000,12000,36,11.71,396.92,B,B3,10+ years,RENT,57200,Source Verified,n,debt_consolidation,MA,16.36,0,0,,,11,0,22059,68.5,17,f,0,0,3564.9,3564.9,2613.54,951.36,0,0,0,396.92,0,,INDIVIDUAL,1
16000,16000,16000,36,16.77,568.62,D,D2,< 1 year,MORTGAGE,114000,Source Verified,n,debt_consolidation,MO,17.2,0,1,,,17,0,23096,64.2,34,f,0,0,20462.90627,20462.91,16000,4462.91,0,0,0,587.21,0,,INDIVIDUAL,0
10000,10000,10000,36,10.65,325.74,B,B2,10+ years,MORTGAGE,90000,Not Verified,n,debt_consolidation,NY,11.16,0,1,,,15,0,30660,59.4,22,f,0,0,11723.71263,11723.71,10000,1723.71,0,0,0,336.85,0,,INDIVIDUAL,0
16000,11625,11368.73446,60,19.03,301.76,E,E2,8 years,MORTGAGE,54000,Source Verified,n,home_improvement,NC,16.89,0,0,52,,9,0,13771,56.2,22,f,3291.05,3291.05,14442.38,13819.42,8333.95,6108.43,0,0,0,301.76,0,,INDIVIDUAL,0
10000,10000,10000,36,12.69,335.45,B,B5,2 years,RENT,35000,Source Verified,n,debt_consolidation,KY,12.03,0,1,,,10,0,10472,84.6,15,f,0,0,7690.46,7690.46,5358.77,1671.4,0,660.29,6.4601,335.45,0,,INDIVIDUAL,1
3500,3500,3500,36,13.49,118.76,C,C1,7 years,RENT,56000,Not Verified,n,debt_consolidation,FL,10.35,0,2,47,,14,0,6943,54.2,37,f,0,0,3615.21,3615.21,3500,115.21,0,0,0,3379.25,0,,INDIVIDUAL,0
9600,9600,9600,36,9.91,309.36,B,B1,5 years,RENT,35000,Not Verified,n,debt_consolidation,NC,16.49,0,0,,,8,0,10980,79,16,f,0,0,11082.04967,11082.05,9600,1482.05,0,0,0,2124.39,0,,INDIVIDUAL,0
9875,9875,9875,36,7.9,309,A,A4,10+ years,MORTGAGE,40000,Source Verified,n,debt_consolidation,NY,24.03,0,1,,,11,0,24129,63.7,16,f,0,0,11122.69106,11122.69,9875,1247.69,0,0,0,314.45,0,,INDIVIDUAL,0
21500,16975,15953.42639,60,17.58,427.19,D,D4,2 years,OWN,59000,Verified,n,debt_consolidation,MO,22.86,0,1,75,,13,0,18723,81.8,16,f,0,0,19857.78,18048.15,16975,2882.78,0,0,0,12653.57,0,,INDIVIDUAL,0
4800,4800,4800,36,7.9,150.2,A,A4,6 years,RENT,48000,Source Verified,n,debt_consolidation,FL,13,0,1,,,7,0,2936,26,13,f,0,0,5080.25,5080.25,4800,280.25,0,0,0,3731.1,0,,INDIVIDUAL,0
7800,7800,7800,36,6.03,237.4,A,A1,10+ years,OWN,85000,Not Verified,n,major_purchase,NV,0.78,0,1,,,7,0,3878,6.2,12,f,0,0,8545.840368,8545.84,7800,745.84,0,0,0,4.89,0,,INDIVIDUAL,0
20000,20000,20000,36,14.27,686.18,C,C2,10+ years,MORTGAGE,70000,Verified,n,credit_card,TX,6.21,0,1,,,6,0,12377,89,14,f,0,0,23996.94,23996.94,20000,3996.94,0,0,0,8922.33,0,,INDIVIDUAL,0
9750,9750,9750,36,7.51,303.34,A,A3,4 years,RENT,35000,Not Verified,n,debt_consolidation,HI,29.04,0,1,,,9,0,13275,51.7,19,f,0,0,5150.83,5150.83,4327.31,823.52,0,0,0,303.34,0,,INDIVIDUAL,1
18000,15050,14773.45751,60,15.96,365.67,C,C5,6 years,MORTGAGE,91000,Verified,n,credit_card,VA,23.41,0,2,,,13,0,46957,67,38,f,0,0,18879.1,18295.98,15050,3829.1,0,0,0,11241.88,0,,INDIVIDUAL,0
